Timestamp,Firm exit status,Do you have your CPA license?,How many years of experience in accounting do you have? (If none please skip),What is your current salary + bonus in USD? (Example Format: 50000) (If none please skip),"If you have exited a public accounting firm, how many years did you work in public accounting before exiting? (Please skip if this doesn't apply to you)",What industry do you work in?,What COL is your region?,Where do you live?,Gender,What is your line of service? (Or was in the case of those who have exited),How many hours do you currently work per week on average? 
7/30/2020 23:16:50,I am currently working at a Big 4 accounting firm,Yes,8,118000,,Public Accounting,Medium,United States,Male,Audit,30
7/31/2020 8:32:58,I have never worked at a public accounting firm,No,8,65000,0,Manufacturing,Low,United States,Female,,45
8/3/2020 7:22:49,I am currently working at a mid-tier or local accounting firm,Yes,8,77000,,Public Accounting,Low,United States,Male,Audit,46
8/3/2020 10:47:20,I have never worked at a public accounting firm,I've passed all my CPA exams but I'm still completing the experience requirement,8,142000,,Other,Medium,United States,Male,,60
8/3/2020 12:10:40,I have never worked at a public accounting firm,Yes,8,122000,,Other,Medium,United States,Male,,40
8/4/2020 20:10:28,I have already exited from a mid-tier or local accounting firm,No,8,65000,1,Technology,Medium,United States,Female,Tax,35
8/5/2020 1:32:13,I have never worked at a public accounting firm,I've passed all my CPA exams but I'm still completing the experience requirement,8,125000,,Manufacturing,Medium,United States,Male,Managerial,45
7/30/2020 0:50:07,I have already exited from a Big 4 Accounting firm,Yes,6.5,93000,,Public Accounting,High,United States,Female,Audit AND Tax,
8/5/2020 10:25:36,I have never worked at a public accounting firm,No,8,70000,,Medical,Low,United States,Male,,50
8/5/2020 13:26:37,I have never worked at a public accounting firm,No,8,115000,,Construction,Low,United States,Male,Advisory - Transaction Services/Financial Due Diligence/Corporate Finance/Restructuring,40
8/6/2020 10:59:47,I have already exited from a mid-tier or local accounting firm,Yes,8,90000,3,Finance,Medium,United States,Male,Audit,45
8/8/2020 11:03:56,I have never worked at a public accounting firm,Yes,8,92000,,Technology,Medium,United States,Male,,45
8/8/2020 14:27:55,I have never worked at a public accounting firm,Yes,8,114000,,Finance,Medium,United States,Male,Audit,45
8/8/2020 19:06:52,I have already exited from a mid-tier or local accounting firm,Yes,8,125000,7,Finance,Medium,United States,Male,Audit,40
8/10/2020 14:05:31,I have never worked at a public accounting firm,I've passed all my CPA exams but I'm still completing the experience requirement,8,104000,,Medical,Low,United States,Male,CFO,40
8/10/2020 22:08:50,I have already exited from a mid-tier or local accounting firm,No,8,192000,1,Finance,High,United States,Male,Advisory - Transaction Services/Financial Due Diligence/Corporate Finance/Restructuring,70
8/12/2020 0:15:09,I have never worked at a public accounting firm,Yes,8,121500,,Government,High,United States,Female,Audit,45
7/29/2020 22:01:55,I have already exited from a Big 4 Accounting firm,Yes,7,135000,6,Finance,High,United States,Male,Audit,
7/29/2020 11:41:47,I have never worked at a public accounting firm,No,8.5,63500,,Transportation,Low,United States,Male,Corporate accounting,
7/28/2020 19:40:36,I have already exited from a mid-tier or local accounting firm,Yes,9,105000,9,Technology,Medium,United States,Male,Audit,
7/28/2020 20:56:38,I am currently working at a Big 4 accounting firm,Yes,9,110000,,Public Accounting,High,United States,Female,Tax,
7/28/2020 23:03:30,I have never worked at a public accounting firm,Yes,9,74000,,Other,High,United States,Male,,
7/29/2020 22:29:08,I am currently working at a Big 4 accounting firm,Yes,9,180000,,Public Accounting,High,United States,Male,Advisory - Transaction Services/Financial Due Diligence/Corporate Finance/Restructuring,
7/29/2020 22:56:00,I am currently working at a mid-tier or local accounting firm,Yes,9,95000,,Public Accounting,Medium,United States,Female,Audit,
7/29/2020 23:24:48,I have never worked at a public accounting firm,No,9,92000,,Medical,High,United States,Female,,
7/30/2020 10:42:03,I have already exited from a Big 4 Accounting firm,Yes,7,130000,3,Manufacturing,Medium,United States,Male,Audit,
7/30/2020 9:11:19,I have already exited from a mid-tier or local accounting firm,Yes,9,105000,3,Energy,Medium,United States,Male,Audit,
7/30/2020 10:11:58,I am currently working at a Big 4 accounting firm,Yes,9,115000,,Public Accounting,High,United States,Female,Tax,
7/30/2020 11:16:10,I am currently working at a mid-tier or local accounting firm,Yes,9,200000,,Public Accounting,High,United States,Female,Tax,
7/30/2020 12:49:53,I am currently working at a Big 4 accounting firm,No,9,144600,,Public Accounting,High,United States,Male,Tax,
7/30/2020 16:33:01,I have never worked at a public accounting firm,Yes,9,110000,,Other,High,United States,Male,,40
7/30/2020 20:42:01,I am currently working at a mid-tier or local accounting firm,Yes,9,100000,,Public Accounting,Low,United States,Male,Generalist,50
7/30/2020 21:03:54,I am currently working at a mid-tier or local accounting firm,Yes,9,94000,,Public Accounting,High,United States,Male,Audit,45
7/30/2020 23:25:16,I am currently working at a Big 4 accounting firm,Yes,9,156000,,Public Accounting,High,United States,Male,Tax,50
7/31/2020 12:20:18,I have already exited from a Big 4 Accounting firm,Yes,7,167000,3,Technology,Medium,United States,Male,Audit,50
7/30/2020 0:52:24,I have already exited from a Big 4 Accounting firm,Yes,7,154000,6,Technology,High,United States,Male,Advisory - Transaction Services/Financial Due Diligence/Corporate Finance/Restructuring,
8/5/2020 0:30:37,I am currently working at a Big 4 accounting firm,Yes,9,170000,,Public Accounting,High,United States,Female,Tax,55
8/5/2020 15:59:09,I have never worked at a public accounting firm,No,9,150000,,Technology,High,United States,Male,,60
8/5/2020 19:58:22,I am currently working at a mid-tier or local accounting firm,Yes,9,90000,,Public Accounting,Low,Canada,Male,Advisory - Other,48
8/5/2020 19:59:28,I am currently working at a mid-tier or local accounting firm,Yes,9,90000,,Public Accounting,Low,Canada,Male,Advisory - Other,48
8/6/2020 23:02:47,I have never worked at a public accounting firm,No,9,88000,,Other,Low,United States,Male,,45
8/8/2020 17:19:16,I have never worked at a public accounting firm,No,9,120000,,Manufacturing,Medium,United States,Male,FP&A,40
8/9/2020 12:53:09,I have already exited from a mid-tier or local accounting firm,Yes,9,145000,7,Technology,Medium,United States,Male,Audit,45
8/7/2020 7:36:14,I have already exited from a Big 4 Accounting firm,Yes,7,130000,5,Medical,Medium,United States,Female,Audit,40
7/30/2020 10:37:09,I have already exited from a Big 4 Accounting firm,No,9.75,250000,3.5,Finance,High,United States,Female,Tax,
7/28/2020 19:28:07,I am currently working at a Big 4 accounting firm,Yes,10,125000,,Public Accounting,Medium,Canada,Male,Advisory - Transaction Services/Financial Due Diligence/Corporate Finance/Restructuring,
7/28/2020 19:59:08,I have never worked at a public accounting firm,No,10,85000,,Other,Medium,United States,Female,Real estate,
7/28/2020 21:12:56,I am currently working at a mid-tier or local accounting firm,Yes,10,95000,,Public Accounting,Low,United States,Male,Tax,
8/22/2020 9:49:41,I have already exited from a Big 4 Accounting firm,Yes,7,150000,5,Other,High,United States,Male,Audit,47
7/29/2020 3:29:36,I have already exited from a mid-tier or local accounting firm,No,10,"77,500",2.5,Other,High,United States,Male,Audit,
7/29/2020 4:04:06,I have already exited from a Big 4 Accounting firm,No,10,175000,1,Natural Resource Extraction,Medium,Australia/New Zealand,Male,Advisory - Transaction Services/Financial Due Diligence/Corporate Finance/Restructuring,
7/29/2020 21:59:18,I have never worked at a public accounting firm,No,10,110000,,Construction,Medium,United States,Male,,
7/29/2020 23:22:12,I am currently working at a Big 4 accounting firm,No,10,145000,,Public Accounting,Medium,United States,Male,Tax,
7/30/2020 0:48:14,I have never worked at a public accounting firm,No,10,156800,,Medical,High,United States,Male,Internal Audit,
7/30/2020 14:02:31,I am currently working at a mid-tier or local accounting firm,Yes,10,180000,,Other,Medium,United States,Prefer not to say,Tax,
8/1/2020 19:02:51,I am currently working at a mid-tier or local accounting firm,No,10,87000,,Public Accounting,,United States,Male,Audit,45
8/2/2020 10:26:03,I have never worked at a public accounting firm,Yes,10,205000,,Technology,High,United States,Male,,40
8/3/2020 11:28:25,I have never worked at a public accounting firm,Yes,10,125000,,Technology,High,United States,Female,,40
8/6/2020 12:58:58,I am currently working at a Big 4 accounting firm,Yes,10,160000,,Public Accounting,High,United States,Male,Audit,45
8/9/2020 7:30:46,I am currently working at a mid-tier or local accounting firm,Yes,10,100000,,Public Accounting,High,United States,Male,Audit,45
8/11/2020 13:17:47,I am currently working at a Big 4 accounting firm,Yes,10,185000,,Public Accounting,High,United States,Male,Tax,45
8/11/2020 18:58:18,I have already exited from a mid-tier or local accounting firm,Yes,10,130000,9,Other,High,United States,Male,Audit,40
8/12/2020 11:38:45,I have already exited from a mid-tier or local accounting firm,Yes,10,74000,6,Finance,Low,United States,Male,Audit,40
7/29/2020 6:48:36,I have already exited from a Big 4 Accounting firm,Yes,10.5,£100000,4,Other,High,EU,Male,Audit,
7/28/2020 21:37:08,I have never worked at a public accounting firm,No,11,162000,,Technology,High,United States,Male,,
7/30/2020 12:57:45,I am currently working at a mid-tier or local accounting firm,Yes,11,150000,,Public Accounting,High,United States,Male,Tax,
7/31/2020 16:00:43,I have never worked at a public accounting firm,No,11,143000,,Manufacturing,Low,United States,Male,Audit,50
7/31/2020 21:35:27,I am currently working at a mid-tier or local accounting firm,Yes,11,96000,,Public Accounting,Medium,United States,Male,Audit,45
8/2/2020 10:52:33,I have never worked at a public accounting firm,No,11,125000,,Technology,High,United States,Male,Audit,40
8/4/2020 16:43:17,I am currently working at a mid-tier or local accounting firm,Yes,11,88000,,Public Accounting,Medium,United States,Male,Tax,40
8/3/2020 14:31:40,I have already exited from a Big 4 Accounting firm,Yes,7,115000,5,Public Accounting,High,United States,Male,Advisory - Other,40
8/10/2020 19:04:45,I have already exited from a mid-tier or local accounting firm,Yes,11,125000,7,Finance,Medium,United States,Male,Audit,45
8/12/2020 10:21:19,I am currently working at a mid-tier or local accounting firm,Yes,11,95000,,Public Accounting,Medium,United States,Male,Tax,45
7/28/2020 22:39:04,I am currently working at a mid-tier or local accounting firm,Yes,12,102000,,Public Accounting,Medium,United States,Male,Tax,
7/29/2020 0:50:22,I have never worked at a public accounting firm,No,12,130000,,Technology,High,United States,Male,,
7/29/2020 9:27:39,I am currently working at a mid-tier or local accounting firm,Yes,12,155000,,Public Accounting,Low,United States,Male,Tax,
7/29/2020 10:22:00,I am currently working at a mid-tier or local accounting firm,Yes,12,130000,,Public Accounting,Medium,United States,Male,Audit,
7/29/2020 17:44:48,I am currently working at a mid-tier or local accounting firm,Yes,12,125000,,Public Accounting,Low,United States,Female,Audit,
7/30/2020 20:06:31,I am currently working at a mid-tier or local accounting firm,Yes,12,82000,,Public Accounting,Medium,United States,Female,Tax,50
7/29/2020 10:27:48,I have already exited from a Big 4 Accounting firm,Yes,8,96000,4,Government,Medium,United States,Male,Audit,
7/31/2020 15:32:27,I am currently working at a Big 4 accounting firm,Yes,12,105000,,Public Accounting,Medium,United States,Female,Audit,45
7/31/2020 22:07:28,I am currently working at a Big 4 accounting firm,Yes,12,255000,,Other,Medium,United States,Prefer not to say,Tax,45
7/31/2020 23:48:01,I am currently working at a Big 4 accounting firm,Yes,12,530000,,Public Accounting,High,United States,Male,Tax,55
8/1/2020 9:30:42,I have already exited from a Big 4 Accounting firm,No,12,48000,6,Energy,Low,South East Asia,Male,Audit,40
8/1/2020 21:03:30,I am currently working at a Big 4 accounting firm,Yes,12,140000,,Public Accounting,Medium,United States,Male,Tax,40
8/2/2020 13:46:46,I have already exited from a mid-tier or local accounting firm,Yes,12,130000,5,Other,High,United States,Male,Audit,45
8/4/2020 9:45:55,I have never worked at a public accounting firm,Yes,12,185000,,Other,Medium,United States,Male,,45
8/7/2020 13:20:02,I am currently working at a Big 4 accounting firm,Yes,12,245000,,Public Accounting,High,United States,Male,Tax,50
8/12/2020 16:30:14,I have never worked at a public accounting firm,No,12,152000,,Finance,High,United States,Female,,41
7/28/2020 21:33:00,I am currently working at a mid-tier or local accounting firm,Yes,13,"155,000",,Public Accounting,Medium,United States,Prefer not to say,Tax,
7/30/2020 1:06:28,I am currently working at a Big 4 accounting firm,Yes,13,130000,,Public Accounting,Low,United States,Male,Tax,
7/30/2020 7:55:30,I have already exited from a mid-tier or local accounting firm,Yes,13,130000,7,Government,Medium,United States,Male,Tax,
7/30/2020 10:31:46,I have already exited from a Big 4 Accounting firm,Yes,13,170000,10,Finance,Medium,United States,Male,Tax,
8/4/2020 22:56:51,I have never worked at a public accounting firm,No,13,50000,,Technology,Medium,United States,Female,Advisory - Other,45
8/5/2020 19:50:28,I have already exited from a mid-tier or local accounting firm,Yes,13,130000,3,Finance,Medium,United States,Male,Audit,40
8/10/2020 16:48:17,I have never worked at a public accounting firm,Yes,13,100000,0,Finance,Medium,United States,Male,Advisory - Transaction Services/Financial Due Diligence/Corporate Finance/Restructuring,
8/15/2020 15:25:07,I have already exited from a Big 4 Accounting firm,Yes,7.5,175000,4,Government,High,United States,Male,Forensics ,40
8/9/2020 16:41:24,I have already exited from a Big 4 Accounting firm,Yes,7,150000,1,Hospitality,High,United States,Male,Tax,60
7/29/2020 3:44:53,I have already exited from a mid-tier or local accounting firm,Yes,15,"90,000",4,Technology,Low,United States,Female,Outsourced accounting and Tax,
7/29/2020 22:22:18,I have already exited from a mid-tier or local accounting firm,Yes,15,190000,9,Technology,Medium,United States,Male,Advisory - Risk/IT Advisory,
7/29/2020 23:00:24,I have never worked at a public accounting firm,No,15,105000,,Other,Low,United States,Male,,
8/14/2020 15:39:48,I have already exited from a Big 4 Accounting firm,No,7,190000,7,Technology,High,United States,Prefer not to say,Tax,40
7/31/2020 15:58:11,I am currently working at a Big 4 accounting firm,No,15,750000,,Other,High,United States,Prefer not to say,Tax,80
7/31/2020 15:59:01,I am currently working at a Big 4 accounting firm,No,15,750000,,Other,High,United States,Prefer not to say,Tax,80
